Time,Rating,Sentiment,Product
2006-08,4.0,Good,Digital_Video_Games
2008-09,2.0,Poor,Digital_Video_Games
2008-12,2.0,Poor,Digital_Video_Games
2009-01,5.0,Excellent,Digital_Video_Games
2009-02,3.864864864864865,Average,Digital_Video_Games
2009-03,3.8552631578947367,Average,Digital_Video_Games
2009-04,4.240641711229946,Excellent,Digital_Video_Games
2009-05,3.804123711340206,Average,Digital_Video_Games
2009-06,4.0,Good,Digital_Video_Games
2009-07,3.5929203539823007,Fair,Digital_Video_Games
2009-08,4.006896551724138,Good,Digital_Video_Games
2009-09,3.905109489051095,Good,Digital_Video_Games
2009-10,4.071895424836601,Good,Digital_Video_Games
2009-11,3.5792682926829267,Fair,Digital_Video_Games
2009-12,3.8034682080924855,Average,Digital_Video_Games
2010-01,3.879828326180257,Average,Digital_Video_Games
2010-02,3.7161290322580647,Average,Digital_Video_Games
2010-03,3.83030303030303,Average,Digital_Video_Games
2010-04,3.711764705882353,Fair,Digital_Video_Games
2010-05,3.5308641975308643,Fair,Digital_Video_Games
2010-06,3.668831168831169,Fair,Digital_Video_Games
2010-07,3.841463414634146,Average,Digital_Video_Games
2010-08,3.715025906735751,Fair,Digital_Video_Games
2010-09,3.766169154228856,Average,Digital_Video_Games
2010-10,3.626984126984127,Fair,Digital_Video_Games
2010-11,3.715355805243446,Fair,Digital_Video_Games
2010-12,3.7586206896551726,Average,Digital_Video_Games
2011-01,3.6539196940726577,Fair,Digital_Video_Games
2011-02,3.664302600472813,Fair,Digital_Video_Games
2011-03,3.754491017964072,Average,Digital_Video_Games
2011-04,3.693965517241379,Fair,Digital_Video_Games
2011-05,3.7210084033613446,Average,Digital_Video_Games
2011-06,3.664335664335664,Fair,Digital_Video_Games
2011-07,3.77737881508079,Average,Digital_Video_Games
2011-08,3.6859504132231407,Fair,Digital_Video_Games
2011-09,3.779104477611941,Average,Digital_Video_Games
2011-10,3.5784190715181934,Fair,Digital_Video_Games
2011-11,3.490523968784838,Fair,Digital_Video_Games
2011-12,3.5317307692307693,Fair,Digital_Video_Games
2012-01,3.46480231436837,Fair,Digital_Video_Games
2012-02,3.6494312306101344,Fair,Digital_Video_Games
2012-03,3.3687258687258685,Poor,Digital_Video_Games
2012-04,3.5048732943469787,Fair,Digital_Video_Games
2012-05,3.553,Fair,Digital_Video_Games
2012-06,3.469005847953216,Fair,Digital_Video_Games
2012-07,3.6330128205128207,Fair,Digital_Video_Games
2012-08,3.610202117420597,Fair,Digital_Video_Games
2012-09,3.62648401826484,Fair,Digital_Video_Games
2012-10,3.764578833693304,Average,Digital_Video_Games
2012-11,3.8223327305605785,Average,Digital_Video_Games
2012-12,3.916868442292171,Good,Digital_Video_Games
2013-01,3.9838895281933255,Good,Digital_Video_Games
2013-02,3.965880893300248,Good,Digital_Video_Games
2013-03,2.99304520615996,Poor,Digital_Video_Games
2013-04,3.779558512246749,Average,Digital_Video_Games
2013-05,3.825008056719304,Average,Digital_Video_Games
2013-06,3.904510108864697,Good,Digital_Video_Games
2013-07,3.906419674225487,Good,Digital_Video_Games
2013-08,3.930659025787965,Good,Digital_Video_Games
2013-09,3.845031545741325,Average,Digital_Video_Games
2013-10,3.943068510775169,Good,Digital_Video_Games
2013-11,3.568551236749117,Fair,Digital_Video_Games
2013-12,3.841977309562399,Average,Digital_Video_Games
2014-01,4.010018214936248,Good,Digital_Video_Games
2014-02,3.868101545253863,Average,Digital_Video_Games
2014-03,3.965254014214267,Good,Digital_Video_Games
2014-04,3.8352981969486826,Average,Digital_Video_Games
2014-05,3.78517397881997,Average,Digital_Video_Games
2014-06,3.8415584415584414,Average,Digital_Video_Games
2014-07,4.009566968781471,Good,Digital_Video_Games
2014-08,4.033324153125861,Good,Digital_Video_Games
2014-09,3.98503081890226,Good,Digital_Video_Games
2014-10,4.079797695982017,Good,Digital_Video_Games
2014-11,3.890769230769231,Average,Digital_Video_Games
2014-12,3.9124571917808217,Good,Digital_Video_Games
2015-01,4.022138680033417,Good,Digital_Video_Games
2015-02,4.024024024024024,Good,Digital_Video_Games
2015-03,4.089808496588158,Good,Digital_Video_Games
2015-04,3.984420928865373,Good,Digital_Video_Games
2015-05,3.964894684052157,Good,Digital_Video_Games
2015-06,3.9971227621483374,Good,Digital_Video_Games
2015-07,4.056818181818182,Good,Digital_Video_Games
2015-08,4.048641819330386,Good,Digital_Video_Games
