Time,Rating,Sentiment,Product
1999-08,5.0,Excellent,Digital_Ebook_Purchase
1999-10,5.0,Excellent,Digital_Ebook_Purchase
2000-02,5.0,Excellent,Digital_Ebook_Purchase
2000-05,1.0,Poor,Digital_Ebook_Purchase
2000-06,4.0,Average,Digital_Ebook_Purchase
2000-08,5.0,Excellent,Digital_Ebook_Purchase
2000-09,5.0,Excellent,Digital_Ebook_Purchase
2001-03,5.0,Excellent,Digital_Ebook_Purchase
2001-04,5.0,Excellent,Digital_Ebook_Purchase
2001-06,5.0,Excellent,Digital_Ebook_Purchase
2001-07,4.0,Average,Digital_Ebook_Purchase
2001-09,5.0,Excellent,Digital_Ebook_Purchase
2001-10,5.0,Excellent,Digital_Ebook_Purchase
2001-11,4.0,Average,Digital_Ebook_Purchase
2002-02,5.0,Excellent,Digital_Ebook_Purchase
2002-04,5.0,Excellent,Digital_Ebook_Purchase
2002-05,1.0,Poor,Digital_Ebook_Purchase
2003-02,5.0,Excellent,Digital_Ebook_Purchase
2003-07,5.0,Excellent,Digital_Ebook_Purchase
2004-01,3.0,Poor,Digital_Ebook_Purchase
2004-02,4.666666666666667,Excellent,Digital_Ebook_Purchase
2004-04,5.0,Excellent,Digital_Ebook_Purchase
2004-06,4.0,Average,Digital_Ebook_Purchase
2004-08,4.5,Good,Digital_Ebook_Purchase
2004-11,5.0,Excellent,Digital_Ebook_Purchase
2004-12,5.0,Excellent,Digital_Ebook_Purchase
2005-01,5.0,Excellent,Digital_Ebook_Purchase
2005-03,4.5,Good,Digital_Ebook_Purchase
2005-04,5.0,Excellent,Digital_Ebook_Purchase
2005-05,1.0,Poor,Digital_Ebook_Purchase
2005-07,2.0,Poor,Digital_Ebook_Purchase
2005-08,2.6666666666666665,Poor,Digital_Ebook_Purchase
2005-09,4.0,Average,Digital_Ebook_Purchase
2005-10,4.0,Average,Digital_Ebook_Purchase
2005-11,5.0,Excellent,Digital_Ebook_Purchase
2005-12,5.0,Excellent,Digital_Ebook_Purchase
2006-01,3.375,Poor,Digital_Ebook_Purchase
2006-02,4.5,Good,Digital_Ebook_Purchase
2006-05,5.0,Excellent,Digital_Ebook_Purchase
2006-06,4.2,Average,Digital_Ebook_Purchase
2006-07,4.0,Average,Digital_Ebook_Purchase
2006-08,4.444444444444445,Good,Digital_Ebook_Purchase
2006-09,4.0,Average,Digital_Ebook_Purchase
2006-11,4.0,Average,Digital_Ebook_Purchase
2006-12,1.0,Poor,Digital_Ebook_Purchase
2007-01,4.0,Average,Digital_Ebook_Purchase
2007-02,3.6666666666666665,Fair,Digital_Ebook_Purchase
2007-03,4.333333333333333,Good,Digital_Ebook_Purchase
2007-04,4.6,Good,Digital_Ebook_Purchase
2007-05,5.0,Excellent,Digital_Ebook_Purchase
2007-06,4.2,Average,Digital_Ebook_Purchase
2007-07,5.0,Excellent,Digital_Ebook_Purchase
2007-08,3.8,Fair,Digital_Ebook_Purchase
2007-09,3.0,Poor,Digital_Ebook_Purchase
2007-10,4.285714285714286,Good,Digital_Ebook_Purchase
2007-11,3.9029850746268657,Fair,Digital_Ebook_Purchase
2007-12,3.9456869009584654,Fair,Digital_Ebook_Purchase
