Time,Rating
2000-10,5.0
2000-11,4.416666666666667
2000-12,4.428571428571429
2001-01,4.0
2001-02,4.4
2001-03,4.5
2001-04,3.6666666666666665
2001-05,4.0
2001-06,3.8484848484848486
2001-07,4.1
2001-08,4.473684210526316
2001-09,4.153846153846154
2001-10,3.6666666666666665
2001-11,3.260869565217391
2001-12,3.8947368421052633
2002-01,3.888888888888889
2002-02,3.5454545454545454
2002-03,4.066666666666666
2002-04,3.5
2002-05,3.5833333333333335
2002-06,4.0625
2002-07,3.8421052631578947
2002-08,3.0476190476190474
2002-09,4.2
2002-10,3.411764705882353
2002-11,3.727272727272727
2002-12,4.024390243902439
2003-01,3.5441176470588234
2003-02,3.4594594594594597
2003-03,3.6216216216216215
2003-04,3.4166666666666665
2003-05,3.5675675675675675
2003-06,3.4193548387096775
2003-07,3.4722222222222223
2003-08,4.45
2003-09,3.8636363636363638
2003-10,3.7142857142857144
2003-11,3.6363636363636362
2003-12,3.66
2004-01,3.4242424242424243
2004-02,3.5454545454545454
2004-03,3.34375
2004-04,3.918918918918919
2004-05,2.953488372093023
2004-06,3.7796610169491527
2004-07,3.803921568627451
2004-08,3.688888888888889
2004-09,3.3333333333333335
2004-10,3.85
2004-11,3.5
2004-12,3.6507936507936507
2005-01,3.8421052631578947
2005-02,3.75
2005-03,3.806451612903226
2005-04,3.5090909090909093
2005-05,3.769230769230769
2005-06,3.5
2005-07,3.8815789473684212
2005-08,3.95959595959596
2005-09,3.6050420168067228
2005-10,3.3870967741935485
2005-11,3.0140845070422535
2005-12,3.580246913580247
2006-01,3.619565217391304
2006-02,3.588235294117647
2006-03,3.3883495145631066
2006-04,3.0
2006-05,3.8461538461538463
2006-06,3.6944444444444446
2006-07,4.111111111111111
2006-08,3.69811320754717
2006-09,4.019607843137255
2006-10,3.63768115942029
2006-11,3.722543352601156
2006-12,4.008771929824562
2007-01,3.937254901960784
2007-02,3.810126582278481
2007-03,3.812925170068027
2007-04,3.654255319148936
2007-05,3.8753462603878117
2007-06,3.73568281938326
2007-07,3.8686131386861313
2007-08,3.772893772893773
2007-09,3.798045602605863
2007-10,3.7220447284345046
2007-11,3.888544891640867
2007-12,3.8073170731707315
2008-01,3.836190476190476
2008-02,3.7872340425531914
2008-03,3.806451612903226
2008-04,3.9804878048780488
2008-05,3.906392694063927
2008-06,3.8800959232613907
2008-07,3.955602536997886
2008-08,3.8562091503267975
2008-09,3.9962264150943394
2008-10,3.9361702127659575
2008-11,3.961783439490446
2008-12,3.879821958456973
2009-01,3.8187995469988674
2009-02,3.7793904208998548
2009-03,3.9096209912536444
2009-04,3.865648854961832
2009-05,3.735294117647059
2009-06,3.9754253308128544
2009-07,3.769035532994924
2009-08,3.815950920245399
2009-09,3.9051321928460343
2009-10,3.902071563088512
2009-11,3.9393382352941178
2009-12,3.8542024013722127
2010-01,3.805839416058394
2010-02,3.819402985074627
2010-03,3.8836805555555554
2010-04,3.8895705521472395
2010-05,3.944206008583691
2010-06,3.886138613861386
2010-07,3.821138211382114
2010-08,3.83585313174946
2010-09,3.903688524590164
2010-10,3.7858719646799117
2010-11,3.838056680161943
2010-12,3.8541666666666665
2011-01,3.718213058419244
2011-02,3.7796610169491527
2011-03,3.693916349809886
2011-04,3.651911468812877
2011-05,3.7510822510822512
2011-06,3.730414746543779
2011-07,3.644628099173554
2011-08,3.7906066536203524
2011-09,3.8226120857699804
2011-10,3.730769230769231
2011-11,3.781124497991968
2011-12,3.924315619967794
2012-01,3.846953937592868
2012-02,3.94300518134715
2012-03,3.833009708737864
2012-04,3.9066339066339064
2012-05,3.8333333333333335
2012-06,3.7796610169491527
2012-07,3.8125
2012-08,3.842412451361868
2012-09,3.753846153846154
2012-10,3.8460176991150443
2012-11,4.050697084917617
2012-12,4.025502318392581
2013-01,4.010380622837371
2013-02,3.9346186085498744
2013-03,3.9645214521452146
2013-04,3.9749328558639214
2013-05,4.0
2013-06,3.9640831758034025
2013-07,3.9740134744947064
2013-08,3.9355432780847144
2013-09,3.976595744680851
2013-10,3.951028403525955
2013-11,3.9182115594329336
2013-12,3.9296663660955815
2014-01,3.9253271747498077
2014-02,3.922043010752688
2014-03,4.000897666068223
2014-04,3.9087301587301586
2014-05,3.9466263846928498
2014-06,3.843298969072165
2014-07,4.014944769330734
2014-08,4.066186107470511
2014-09,4.057932850559578
2014-10,4.074653822998194
2014-11,4.099803020354563
2014-12,4.216867469879518
2015-01,4.169370229007634
2015-02,4.202069985214392
2015-03,4.288180610889774
2015-04,4.348555452003728
2015-05,4.3296867230233715
2015-06,4.3125613346418055
2015-07,4.27930056710775
2015-08,4.31246712256707
