Time,Rating
1999-07,4.866666666666666
1999-08,4.714285714285714
1999-09,4.75
1999-10,4.0
1999-11,4.130434782608695
1999-12,4.657894736842105
2000-01,4.357142857142857
2000-02,3.6363636363636362
2000-03,4.5
2000-04,4.7368421052631575
2000-05,3.888888888888889
2000-06,4.375
2000-07,4.25
2000-08,4.5
2000-09,4.44
2000-10,4.419354838709677
2000-11,4.487179487179487
2000-12,4.228571428571429
2001-01,4.15
2001-02,4.0
2001-03,3.4761904761904763
2001-04,4.769230769230769
2001-05,4.379310344827586
2001-06,3.983402489626556
2001-07,3.918103448275862
2001-08,3.7442748091603053
2001-09,3.9390862944162435
2001-10,3.6573705179282867
2001-11,3.8339483394833946
2001-12,3.828358208955224
2002-01,3.6884057971014492
2002-02,3.5839243498817965
2002-03,3.467248908296943
2002-04,3.8017429193899783
2002-05,3.6839080459770117
2002-06,3.6482504604051567
2002-07,3.761627906976744
2002-08,3.6610687022900765
2002-09,3.7636363636363637
2002-10,3.626112759643917
2002-11,3.8026124818577647
2002-12,3.7138314785373607
2003-01,3.6399055489964582
2003-02,3.777376654632972
2003-03,3.7191256830601094
2003-04,3.6991869918699187
2003-05,3.7920353982300883
2003-06,3.760429082240763
2003-07,3.845580404685836
2003-08,3.7104166666666667
2003-09,3.685561497326203
2003-10,3.667621776504298
2003-11,3.70040899795501
2003-12,3.7238805970149254
2004-01,3.743682310469314
2004-02,3.768569194683346
2004-03,3.716407355021216
2004-04,3.77246790299572
2004-05,3.658712942877802
2004-06,3.7885679164105714
2004-07,3.7183544303797467
2004-08,3.708192281651997
2004-09,3.7407142857142857
2004-10,3.7017841971113
2004-11,3.714782608695652
2004-12,3.6841603053435112
2005-01,3.6829590488771466
2005-02,3.7452948557089085
2005-03,3.7406499080318825
2005-04,3.8164598301763553
2005-05,3.8784361637141114
2005-06,3.856955380577428
2005-07,3.8320916905444125
2005-08,3.9114490161001787
2005-09,3.908777969018933
2005-10,3.9210019267822736
2005-11,3.8024502297090352
2005-12,3.6568557071069634
2006-01,3.8086774699424986
2006-02,3.8916083916083917
2006-03,3.9621710526315788
2006-04,3.7856191744340877
2006-05,3.822494261667942
2006-06,3.9206349206349205
2006-07,3.8284371327849587
2006-08,3.878012048192771
2006-09,3.819004524886878
2006-10,3.7926356589147288
2006-11,3.981460023174971
2006-12,3.918881118881119
2007-01,4.10126582278481
2007-02,4.022052586938083
2007-03,4.088978185993112
2007-04,3.9688057040998217
2007-05,4.048961424332345
2007-06,3.9934971098265897
2007-07,4.0355871886121
2007-08,4.037267080745342
2007-09,4.021303258145363
2007-10,4.057471264367816
2007-11,4.057680631451123
2007-12,4.094818652849741
2008-01,4.051386994088222
2008-02,4.155310621242485
2008-03,4.111167256189995
2008-04,4.1113051069402005
2008-05,4.107468123861566
2008-06,4.070720137990513
2008-07,4.119685039370078
2008-08,4.06824568446407
2008-09,4.082922824302135
2008-10,4.173218673218673
2008-11,4.072193758733116
2008-12,4.093023255813954
2009-01,4.111210762331838
2009-02,4.112589928057554
2009-03,4.018848167539267
2009-04,4.081071428571429
2009-05,4.132879045996593
2009-06,4.032023770221195
2009-07,3.9670765569218562
2009-08,3.9686468646864688
2009-09,4.095539647577093
2009-10,4.084133077415227
2009-11,4.064636420136731
2009-12,4.009205020920502
2010-01,3.989443378119002
2010-02,4.07045097599282
2010-03,4.038799076212471
2010-04,4.043170731707317
2010-05,4.055002488800398
2010-06,4.017224880382775
2010-07,4.007882403067746
2010-08,4.039238315060588
2010-09,3.9627805145046526
2010-10,4.027332361516035
2010-11,4.048194822888283
2010-12,4.007644810349897
2011-01,4.035972088546679
2011-02,4.018170019467878
2011-03,4.053506714986144
2011-04,4.044303797468355
2011-05,4.027445109780439
2011-06,3.965694054450006
2011-07,4.005421890884446
2011-08,3.9927912647090005
2011-09,4.02058395793713
2011-10,4.03561302030169
2011-11,4.002882536632236
2011-12,4.008836228537001
2012-01,4.019966128888493
2012-02,4.003324040317392
2012-03,4.029093097913322
2012-04,4.03565675008055
2012-05,4.011867515373827
2012-06,4.012796876694502
2012-07,3.966077003121748
2012-08,4.025337372624621
2012-09,4.031430219146482
2012-10,4.078013559918992
2012-11,4.140132777922416
2012-12,4.221788076908197
2013-01,4.231378543635353
2013-02,4.215421337538895
2013-03,4.223446777135318
2013-04,4.203219395866455
2013-05,4.211596054785768
2013-06,4.2005670611439845
2013-07,4.171041853571011
2013-08,4.185648526245452
2013-09,4.179261125104953
2013-10,4.2169190986331735
2013-11,4.124608616384606
2013-12,4.148881926526601
2014-01,4.152806007226739
2014-02,4.145009215936481
2014-03,4.178996663707876
2014-04,4.1801112179047095
2014-05,4.167858660246424
2014-06,4.142227988119218
2014-07,4.220847268673356
2014-08,4.227689441256802
2014-09,4.209827616077616
2014-10,4.240828775767775
2014-11,4.235966155564146
2014-12,4.248234618373484
2015-01,4.251251600884853
2015-02,4.251136517845026
2015-03,4.252383506137528
2015-04,4.255352787822723
2015-05,4.232656223102083
2015-06,4.243324727242442
2015-07,4.238316722037652
2015-08,4.23045843267707
