Time,Rating
1997-10,4.0
1998-04,2.0
1999-02,5.0
1999-04,3.0
1999-07,4.0
1999-09,4.0
1999-10,5.0
1999-11,4.478260869565218
1999-12,4.625
2000-01,4.416666666666667
2000-02,4.428571428571429
2000-03,4.363636363636363
2000-04,4.833333333333333
2000-05,3.3
2000-06,4.2631578947368425
2000-07,4.666666666666667
2000-08,4.25
2000-09,4.0
2000-10,4.066666666666666
2000-11,4.7
2000-12,3.9375
2001-01,4.733333333333333
2001-02,3.75
2001-03,3.888888888888889
2001-04,3.4
2001-05,4.142857142857143
2001-06,3.8461538461538463
2001-07,4.111111111111111
2001-08,4.583333333333333
2001-09,4.769230769230769
2001-10,4.428571428571429
2001-11,4.304347826086956
2001-12,3.7333333333333334
2002-01,4.1
2002-02,4.071428571428571
2002-03,4.0
2002-04,3.1818181818181817
2002-05,3.933333333333333
2002-06,3.611111111111111
2002-07,4.285714285714286
2002-08,4.176470588235294
2002-09,4.222222222222222
2002-10,3.736842105263158
2002-11,3.7916666666666665
2002-12,4.2105263157894735
2003-01,3.8043478260869565
2003-02,4.185185185185185
2003-03,3.6285714285714286
2003-04,4.027777777777778
2003-05,3.5365853658536586
2003-06,4.257142857142857
2003-07,3.94
2003-08,3.740740740740741
2003-09,4.222222222222222
2003-10,3.865546218487395
2003-11,3.7868852459016393
2003-12,3.935672514619883
2004-01,3.5819209039548023
2004-02,4.007352941176471
2004-03,3.636986301369863
2004-04,3.8779342723004695
2004-05,4.0
2004-06,3.911504424778761
2004-07,3.8683127572016462
2004-08,3.7882882882882885
2004-09,3.8353658536585367
2004-10,3.853846153846154
2004-11,3.652582159624413
2004-12,3.4448818897637796
2005-01,3.4963503649635035
2005-02,3.537444933920705
2005-03,3.8143939393939394
2005-04,3.787878787878788
2005-05,3.683206106870229
2005-06,3.5719424460431655
2005-07,3.7552631578947366
2005-08,3.8239130434782607
2005-09,3.753225806451613
2005-10,3.7134268537074147
2005-11,3.7410926365795723
2005-12,3.51138353765324
2006-01,3.7709190672153636
2006-02,3.914053426248548
2006-03,3.9838403041825097
2006-04,3.618181818181818
2006-05,3.66110183639399
2006-06,3.8525345622119818
2006-07,3.9769307923771313
2006-08,3.9804287045666356
2006-09,3.7510548523206753
2006-10,3.9171270718232045
2006-11,4.018601190476191
2006-12,3.8527214514407686
2007-01,4.140996948118006
2007-02,4.055924695459579
2007-03,4.088796680497925
2007-04,4.030007501875469
2007-05,4.0653338093538025
2007-06,4.059581320450886
2007-07,4.078231292517007
2007-08,4.008414526129318
2007-09,4.080361173814898
2007-10,4.061206516952884
2007-11,4.023105360443623
2007-12,4.023634621526669
2008-01,4.0398582816651905
2008-02,4.025901639344262
2008-03,4.01693610469592
2008-04,4.078729738670195
2008-05,4.019939168638054
2008-06,4.008678881388621
2008-07,4.014556040756914
2008-08,4.039755351681957
2008-09,4.075227335354092
2008-10,4.085160202360877
2008-11,4.075709779179811
2008-12,4.054562558795861
2009-01,4.0797527957622135
2009-02,4.067147856517935
2009-03,4.0233772128915115
2009-04,4.05319896883056
2009-05,3.9915032679738562
2009-06,4.009079653322328
2009-07,3.953193564115066
2009-08,3.9483466609033933
2009-09,4.015947304558849
2009-10,3.977294969661382
2009-11,4.027149321266968
2009-12,3.9851242285171704
2010-01,3.9998647552069246
2010-02,4.028220703619337
2010-03,4.041701534170153
2010-04,4.0205696202531644
2010-05,4.042108406749291
2010-06,3.9755047505938244
2010-07,3.9819937991891248
2010-08,3.9628016480282517
2010-09,3.9930723553991645
2010-10,4.03086966142952
2010-11,3.9901621017328117
2010-12,3.9536159600997505
2011-01,4.028504029880087
2011-02,4.0311955529743635
2011-03,4.03975397539754
2011-04,4.010382513661202
2011-05,4.036933745383282
2011-06,4.233233660828706
2011-07,4.169049959781929
2011-08,4.034495641344956
2011-09,4.091728091728092
2011-10,4.095144166618321
2011-11,4.086571480209651
2011-12,4.055564621409921
2012-01,4.128284225082438
2012-02,4.097399655703542
2012-03,4.0828967642526965
2012-04,4.069589956647399
2012-05,4.059457266498377
2012-06,4.055176662119946
2012-07,4.058351367302774
2012-08,4.059141848326681
2012-09,4.079465567374581
2012-10,4.117085395254409
2012-11,4.17954737988624
2012-12,4.237827808015834
2013-01,4.278744425111498
2013-02,4.264871275518362
2013-03,4.250742101026363
2013-04,4.239223960759598
2013-05,4.2193834935366255
2013-06,4.2078393179765134
2013-07,4.194148326841956
2013-08,4.18834978879659
2013-09,4.1775692648688585
2013-10,4.199738048461034
2013-11,4.152857660268019
2013-12,4.15926424405563
2014-01,4.22350217494052
2014-02,4.197777268810872
2014-03,4.20107784685239
2014-04,4.194093679096233
2014-05,4.196972991254771
2014-06,4.1833881108070035
2014-07,4.273628301469776
2014-08,4.27824744105011
2014-09,4.275570179330871
2014-10,4.274997199285653
2014-11,4.283085164398975
2014-12,4.29540179037413
2015-01,4.339094591964901
2015-02,4.323071723735349
2015-03,4.313066650786798
2015-04,4.289722344990405
2015-05,4.282382352604661
2015-06,4.274266058541152
2015-07,4.2728009136969005
2015-08,4.2687244066751795
