Time,Rating
1998-11,5.0
1998-12,5.0
1999-05,5.0
1999-06,4.0
1999-07,4.204081632653061
1999-08,4.478260869565218
1999-09,4.35
1999-10,4.2075471698113205
1999-11,4.4941176470588236
1999-12,4.321917808219178
2000-01,4.335766423357664
2000-02,4.03
2000-03,4.081081081081081
2000-04,4.240384615384615
2000-05,4.141025641025641
2000-06,4.235033259423504
2000-07,4.256505576208179
2000-08,4.215447154471545
2000-09,4.029411764705882
2000-10,4.298245614035087
2000-11,4.130982367758186
2000-12,4.05189620758483
2001-01,4.156908665105386
2001-02,4.059701492537314
2001-03,4.03030303030303
2001-04,4.100303951367781
2001-05,4.145363408521304
2001-06,4.187891440501044
2001-07,4.123287671232877
2001-08,4.1886120996441285
2001-09,4.123943661971831
2001-10,4.097560975609756
2001-11,3.9657853810264387
2001-12,3.9351403678606003
2002-01,3.8380187416331997
2002-02,4.026052104208417
2002-03,3.981404958677686
2002-04,4.140692640692641
2002-05,4.01195219123506
2002-06,4.0349907918968695
2002-07,4.109259259259259
2002-08,3.9358974358974357
2002-09,3.9379474940334127
2002-10,3.9424778761061945
2002-11,3.926243567753002
2002-12,3.9153094462540716
2003-01,3.9284671532846716
2003-02,3.9512711864406778
2003-03,3.9928057553956835
2003-04,4.0159010600706715
2003-05,3.9926873857404024
2003-06,4.0
2003-07,3.9325259515570936
2003-08,4.060975609756097
2003-09,3.944043321299639
2003-10,3.8093699515347335
2003-11,3.865573770491803
2003-12,3.7901364113326337
2004-01,3.7553324968632373
2004-02,3.8536585365853657
2004-03,3.852272727272727
2004-04,3.880452342487884
2004-05,3.8717532467532467
2004-06,3.785613540197461
2004-07,3.827485380116959
2004-08,3.6810344827586206
2004-09,3.8633405639913234
2004-10,3.872844827586207
2004-11,3.6912028725314183
2004-12,3.7869047619047618
2005-01,3.839142091152815
2005-02,3.65924276169265
2005-03,3.87858347386172
2005-04,3.7467411545623834
2005-05,3.8496240601503757
2005-06,3.5709515859766277
2005-07,3.9667458432304037
2005-08,4.002314814814815
2005-09,4.0955149501661126
2005-10,3.941299790356394
2005-11,3.7169014084507044
2005-12,3.691533948030176
2006-01,3.8339859044635864
2006-02,4.005376344086022
2006-03,4.044566544566544
2006-04,3.835538752362949
2006-05,3.750283768444949
2006-06,3.9661971830985916
2006-07,4.0722001137009665
2006-08,4.150259067357513
2006-09,3.8538565629228687
2006-10,3.829383886255924
2006-11,4.142735042735043
2006-12,3.612012987012987
2007-01,4.232806844356697
2007-02,4.142857142857143
2007-03,4.207281903388608
2007-04,4.130316248636859
2007-05,4.221508828250402
2007-06,4.16554054054054
2007-07,4.137605725439167
2007-08,4.166167166167166
2007-09,4.135270900609975
2007-10,4.11063372717508
2007-11,4.059167750325098
2007-12,3.870190360469826
2008-01,4.055616338439096
2008-02,4.1226468910439245
2008-03,4.0573116691285085
2008-04,4.120093579412529
2008-05,4.125028676301904
2008-06,4.145411764705883
2008-07,4.122312824314307
2008-08,4.1602266872746005
2008-09,4.1010840108401085
2008-10,4.101918121958202
2008-11,4.107816711590297
2008-12,3.9459759481961147
2009-01,4.128906773977197
2009-02,4.098768054375531
2009-03,4.092403890690134
2009-04,4.1052283256121775
2009-05,4.068401174989509
2009-06,4.022887323943662
2009-07,3.9436136307918606
2009-08,3.9558647157591746
2009-09,4.070414537194775
2009-10,4.05439789427506
2009-11,3.965389369592089
2009-12,3.839953099809468
2010-01,3.986445998002568
2010-02,4.045420920254475
2010-03,4.023593776713968
2010-04,4.037368421052632
2010-05,4.009179078628334
2010-06,4.000986193293886
2010-07,4.013018597997139
2010-08,3.984895601954687
2010-09,3.986986986986987
2010-10,3.985769728331177
2010-11,3.9799917207120186
2010-12,3.9015144016628724
2011-01,3.9830287206266317
2011-02,3.9914761720263465
2011-03,3.9752113319625315
2011-04,3.9941141141141143
2011-05,3.9322033898305087
2011-06,3.946630788204956
2011-07,3.9611365120836055
2011-08,3.9334825061025223
2011-09,4.016620212656137
2011-10,4.012988351716318
2011-11,4.0905149051490515
2011-12,3.9400928450372117
2012-01,3.987074979804656
2012-02,3.9932223082881486
2012-03,4.007436361902946
2012-04,3.957907642010625
2012-05,3.966184971098266
2012-06,3.978012955022352
2012-07,4.028293326734307
2012-08,3.990744005641749
2012-09,3.9912194247827255
2012-10,4.042313229883218
2012-11,4.0894233159333835
2012-12,4.158055284757382
2013-01,4.187210174103796
2013-02,4.188665580300562
2013-03,4.19043200329931
2013-04,4.170677772454207
2013-05,4.155562056607914
2013-06,4.1446143365377335
2013-07,4.139567086947015
2013-08,4.1166529413870885
2013-09,4.110061530461912
2013-10,4.137752721617418
2013-11,4.090271877655055
2013-12,4.072415581246378
2014-01,4.156928433881136
2014-02,4.148460622554857
2014-03,4.153278819945487
2014-04,4.142841876536173
2014-05,4.135909155834881
2014-06,4.136334812935955
2014-07,4.222467101743875
2014-08,4.231206203093254
2014-09,4.199011293029162
2014-10,4.212802613326174
2014-11,4.21658888914945
2014-12,4.2003868056301705
2015-01,4.211844916733269
2015-02,4.220574487195938
2015-03,4.215331807780321
2015-04,4.199489301055048
2015-05,4.167573536793495
2015-06,4.158586431463047
2015-07,4.158168536678207
2015-08,4.175815996804996
