Time,Rating
2006-08,4.0
2008-09,2.0
2008-12,2.0
2009-01,5.0
2009-02,3.864864864864865
2009-03,3.8552631578947367
2009-04,4.240641711229946
2009-05,3.804123711340206
2009-06,4.0
2009-07,3.5929203539823007
2009-08,4.006896551724138
2009-09,3.9051094890510947
2009-10,4.071895424836601
2009-11,3.5792682926829267
2009-12,3.8034682080924855
2010-01,3.8798283261802573
2010-02,3.7161290322580647
2010-03,3.83030303030303
2010-04,3.711764705882353
2010-05,3.5308641975308643
2010-06,3.668831168831169
2010-07,3.841463414634146
2010-08,3.715025906735751
2010-09,3.7661691542288556
2010-10,3.626984126984127
2010-11,3.715355805243446
2010-12,3.7586206896551726
2011-01,3.6539196940726577
2011-02,3.6643026004728134
2011-03,3.754491017964072
2011-04,3.6939655172413794
2011-05,3.7210084033613446
2011-06,3.664335664335664
2011-07,3.77737881508079
2011-08,3.6859504132231407
2011-09,3.7791044776119405
2011-10,3.5784190715181934
2011-11,3.490523968784838
2011-12,3.5317307692307693
2012-01,3.46480231436837
2012-02,3.6494312306101344
2012-03,3.3687258687258685
2012-04,3.5048732943469787
2012-05,3.553
2012-06,3.469005847953216
2012-07,3.6330128205128207
2012-08,3.610202117420597
2012-09,3.6264840182648403
2012-10,3.7645788336933044
2012-11,3.8223327305605785
2012-12,3.916868442292171
2013-01,3.9838895281933255
2013-02,3.9658808933002483
2013-03,2.99304520615996
2013-04,3.779558512246749
2013-05,3.825008056719304
2013-06,3.9045101088646965
2013-07,3.906419674225487
2013-08,3.9306590257879654
2013-09,3.845031545741325
2013-10,3.943068510775169
2013-11,3.5685512367491166
2013-12,3.841977309562399
2014-01,4.010018214936248
2014-02,3.868101545253863
2014-03,3.965254014214267
2014-04,3.8352981969486826
2014-05,3.78517397881997
2014-06,3.8415584415584414
2014-07,4.009566968781471
2014-08,4.033324153125861
2014-09,3.98503081890226
2014-10,4.079797695982017
2014-11,3.890769230769231
2014-12,3.9124571917808217
2015-01,4.022138680033417
2015-02,4.024024024024024
2015-03,4.089808496588158
2015-04,3.984420928865373
2015-05,3.9648946840521564
2015-06,3.9971227621483374
2015-07,4.056818181818182
2015-08,4.048641819330386
